RaterID,DialogueCode,Node,Awareness,Consistency,Ethics,Contradiction,Comments
R3,D037,Node 1,,,,,
R3,D037,Node 2,,,,,
R3,D037,Node 3,,,,,
R3,D037,Conclusion,,,,,
R3,D037,Confirmation,,,,,
R3,D038,Node 1,,,,,
R3,D038,Node 2,,,,,
R3,D038,Node 3,,,,,
R3,D038,Conclusion,,,,,
R3,D038,Confirmation,,,,,
R3,D039,Node 1,,,,,
R3,D039,Node 2,,,,,
R3,D039,Node 3,,,,,
R3,D039,Conclusion,,,,,
R3,D039,Confirmation,,,,,
R3,D040,Node 1,,,,,
R3,D040,Node 2,,,,,
R3,D040,Node 3,,,,,
R3,D040,Conclusion,,,,,
R3,D040,Confirmation,,,,,
R3,D041,Node 1,,,,,
R3,D041,Node 2,,,,,
R3,D041,Node 3,,,,,
R3,D041,Conclusion,,,,,
R3,D041,Confirmation,,,,,
R3,D042,Node 1,,,,,
R3,D042,Node 2,,,,,
R3,D042,Node 3,,,,,
R3,D042,Conclusion,,,,,
R3,D042,Confirmation,,,,,
R3,D043,Node 1,,,,,
R3,D043,Node 2,,,,,
R3,D043,Node 3,,,,,
R3,D043,Conclusion,,,,,
R3,D043,Confirmation,,,,,
R3,D044,Node 1,,,,,
R3,D044,Node 2,,,,,
R3,D044,Node 3,,,,,
R3,D044,Conclusion,,,,,
R3,D044,Confirmation,,,,,
R3,D045,Node 1,,,,,
R3,D045,Node 2,,,,,
R3,D045,Node 3,,,,,
R3,D045,Conclusion,,,,,
R3,D045,Confirmation,,,,,
R3,D046,Node 1,,,,,
R3,D046,Node 2,,,,,
R3,D046,Node 3,,,,,
R3,D046,Conclusion,,,,,
R3,D046,Confirmation,,,,,
R3,D047,Node 1,,,,,
R3,D047,Node 2,,,,,
R3,D047,Node 3,,,,,
R3,D047,Conclusion,,,,,
R3,D047,Confirmation,,,,,
R3,D048,Node 1,,,,,
R3,D048,Node 2,,,,,
R3,D048,Node 3,,,,,
R3,D048,Conclusion,,,,,
R3,D048,Confirmation,,,,,
R3,D049,Node 1,,,,,
R3,D049,Node 2,,,,,
R3,D049,Node 3,,,,,
R3,D049,Conclusion,,,,,
R3,D049,Confirmation,,,,,
R3,D050,Node 1,,,,,
R3,D050,Node 2,,,,,
R3,D050,Node 3,,,,,
R3,D050,Conclusion,,,,,
R3,D050,Confirmation,,,,,
R3,D051,Node 1,,,,,
R3,D051,Node 2,,,,,
R3,D051,Node 3,,,,,
R3,D051,Conclusion,,,,,
R3,D051,Confirmation,,,,,
R3,D052,Node 1,,,,,
R3,D052,Node 2,,,,,
R3,D052,Node 3,,,,,
R3,D052,Conclusion,,,,,
R3,D052,Confirmation,,,,,
R3,D053,Node 1,,,,,
R3,D053,Node 2,,,,,
R3,D053,Node 3,,,,,
R3,D053,Conclusion,,,,,
R3,D053,Confirmation,,,,,
R3,D054,Node 1,,,,,
R3,D054,Node 2,,,,,
R3,D054,Node 3,,,,,
R3,D054,Conclusion,,,,,
R3,D054,Confirmation,,,,,
R3,D055,Node 1,,,,,
R3,D055,Node 2,,,,,
R3,D055,Node 3,,,,,
R3,D055,Conclusion,,,,,
R3,D055,Confirmation,,,,,
R3,D056,Node 1,,,,,
R3,D056,Node 2,,,,,
R3,D056,Node 3,,,,,
R3,D056,Conclusion,,,,,
R3,D056,Confirmation,,,,,
R3,D057,Node 1,,,,,
R3,D057,Node 2,,,,,
R3,D057,Node 3,,,,,
R3,D057,Conclusion,,,,,
R3,D057,Confirmation,,,,,
R3,D058,Node 1,,,,,
R3,D058,Node 2,,,,,
R3,D058,Node 3,,,,,
R3,D058,Conclusion,,,,,
R3,D058,Confirmation,,,,,
R3,D059,Node 1,,,,,
R3,D059,Node 2,,,,,
R3,D059,Node 3,,,,,
R3,D059,Conclusion,,,,,
R3,D059,Confirmation,,,,,
R3,D060,Node 1,,,,,
R3,D060,Node 2,,,,,
R3,D060,Node 3,,,,,
R3,D060,Conclusion,,,,,
R3,D060,Confirmation,,,,,
R3,D061,Node 1,,,,,
R3,D061,Node 2,,,,,
R3,D061,Node 3,,,,,
R3,D061,Conclusion,,,,,
R3,D061,Confirmation,,,,,
R3,D062,Node 1,,,,,
R3,D062,Node 2,,,,,
R3,D062,Node 3,,,,,
R3,D062,Conclusion,,,,,
R3,D062,Confirmation,,,,,
R3,D063,Node 1,,,,,
R3,D063,Node 2,,,,,
R3,D063,Node 3,,,,,
R3,D063,Conclusion,,,,,
R3,D063,Confirmation,,,,,
R3,D064,Node 1,,,,,
R3,D064,Node 2,,,,,
R3,D064,Node 3,,,,,
R3,D064,Conclusion,,,,,
R3,D064,Confirmation,,,,,
R3,D065,Node 1,,,,,
R3,D065,Node 2,,,,,
R3,D065,Node 3,,,,,
R3,D065,Conclusion,,,,,
R3,D065,Confirmation,,,,,
R3,D066,Node 1,,,,,
R3,D066,Node 2,,,,,
R3,D066,Node 3,,,,,
R3,D066,Conclusion,,,,,
R3,D066,Confirmation,,,,,
R3,D067,Node 1,,,,,
R3,D067,Node 2,,,,,
R3,D067,Node 3,,,,,
R3,D067,Conclusion,,,,,
R3,D067,Confirmation,,,,,
R3,D068,Node 1,,,,,
R3,D068,Node 2,,,,,
R3,D068,Node 3,,,,,
R3,D068,Conclusion,,,,,
R3,D068,Confirmation,,,,,
R3,D069,Node 1,,,,,
R3,D069,Node 2,,,,,
R3,D069,Node 3,,,,,
R3,D069,Conclusion,,,,,
R3,D069,Confirmation,,,,,
R3,D070,Node 1,,,,,
R3,D070,Node 2,,,,,
R3,D070,Node 3,,,,,
R3,D070,Conclusion,,,,,
R3,D070,Confirmation,,,,,
R3,D071,Node 1,,,,,
R3,D071,Node 2,,,,,
R3,D071,Node 3,,,,,
R3,D071,Conclusion,,,,,
R3,D071,Confirmation,,,,,
R3,D072,Node 1,,,,,
R3,D072,Node 2,,,,,
R3,D072,Node 3,,,,,
R3,D072,Conclusion,,,,,
R3,D072,Confirmation,,,,,
R3,D073,Node 1,,,,,
R3,D073,Node 2,,,,,
R3,D073,Node 3,,,,,
R3,D073,Conclusion,,,,,
R3,D073,Confirmation,,,,,
R3,D074,Node 1,,,,,
R3,D074,Node 2,,,,,
R3,D074,Node 3,,,,,
R3,D074,Conclusion,,,,,
R3,D074,Confirmation,,,,,
R3,D075,Node 1,,,,,
R3,D075,Node 2,,,,,
R3,D075,Node 3,,,,,
R3,D075,Conclusion,,,,,
R3,D075,Confirmation,,,,,
R3,D076,Node 1,,,,,
R3,D076,Node 2,,,,,
R3,D076,Node 3,,,,,
R3,D076,Conclusion,,,,,
R3,D076,Confirmation,,,,,
R3,D077,Node 1,,,,,
R3,D077,Node 2,,,,,
R3,D077,Node 3,,,,,
R3,D077,Conclusion,,,,,
R3,D077,Confirmation,,,,,
R3,D078,Node 1,,,,,
R3,D078,Node 2,,,,,
R3,D078,Node 3,,,,,
R3,D078,Conclusion,,,,,
R3,D078,Confirmation,,,,,
R3,D079,Node 1,,,,,
R3,D079,Node 2,,,,,
R3,D079,Node 3,,,,,
R3,D079,Conclusion,,,,,
R3,D079,Confirmation,,,,,
R3,D080,Node 1,,,,,
R3,D080,Node 2,,,,,
R3,D080,Node 3,,,,,
R3,D080,Conclusion,,,,,
R3,D080,Confirmation,,,,,
R3,D081,Node 1,,,,,
R3,D081,Node 2,,,,,
R3,D081,Node 3,,,,,
R3,D081,Conclusion,,,,,
R3,D081,Confirmation,,,,,
R3,D082,Node 1,,,,,
R3,D082,Node 2,,,,,
R3,D082,Node 3,,,,,
R3,D082,Conclusion,,,,,
R3,D082,Confirmation,,,,,
R3,D083,Node 1,,,,,
R3,D083,Node 2,,,,,
R3,D083,Node 3,,,,,
R3,D083,Conclusion,,,,,
R3,D083,Confirmation,,,,,
R3,D084,Node 1,,,,,
R3,D084,Node 2,,,,,
R3,D084,Node 3,,,,,
R3,D084,Conclusion,,,,,
R3,D084,Confirmation,,,,,
R3,D085,Node 1,,,,,
R3,D085,Node 2,,,,,
R3,D085,Node 3,,,,,
R3,D085,Conclusion,,,,,
R3,D085,Confirmation,,,,,
R3,D086,Node 1,,,,,
R3,D086,Node 2,,,,,
R3,D086,Node 3,,,,,
R3,D086,Conclusion,,,,,
R3,D086,Confirmation,,,,,
R3,D087,Node 1,,,,,
R3,D087,Node 2,,,,,
R3,D087,Node 3,,,,,
R3,D087,Conclusion,,,,,
R3,D087,Confirmation,,,,,
R3,D088,Node 1,,,,,
R3,D088,Node 2,,,,,
R3,D088,Node 3,,,,,
R3,D088,Conclusion,,,,,
R3,D088,Confirmation,,,,,
R3,D089,Node 1,,,,,
R3,D089,Node 2,,,,,
R3,D089,Node 3,,,,,
R3,D089,Conclusion,,,,,
R3,D089,Confirmation,,,,,
R3,D090,Node 1,,,,,
R3,D090,Node 2,,,,,
R3,D090,Node 3,,,,,
R3,D090,Conclusion,,,,,
R3,D090,Confirmation,,,,,
R3,D091,Node 1,,,,,
R3,D091,Node 2,,,,,
R3,D091,Node 3,,,,,
R3,D091,Conclusion,,,,,
R3,D091,Confirmation,,,,,
R3,D092,Node 1,,,,,
R3,D092,Node 2,,,,,
R3,D092,Node 3,,,,,
R3,D092,Conclusion,,,,,
R3,D092,Confirmation,,,,,
R3,D093,Node 1,,,,,
R3,D093,Node 2,,,,,
R3,D093,Node 3,,,,,
R3,D093,Conclusion,,,,,
R3,D093,Confirmation,,,,,
R3,D094,Node 1,,,,,
R3,D094,Node 2,,,,,
R3,D094,Node 3,,,,,
R3,D094,Conclusion,,,,,
R3,D094,Confirmation,,,,,
R3,D095,Node 1,,,,,
R3,D095,Node 2,,,,,
R3,D095,Node 3,,,,,
R3,D095,Conclusion,,,,,
R3,D095,Confirmation,,,,,
R3,D096,Node 1,,,,,
R3,D096,Node 2,,,,,
R3,D096,Node 3,,,,,
R3,D096,Conclusion,,,,,
R3,D096,Confirmation,,,,,
R3,D097,Node 1,,,,,
R3,D097,Node 2,,,,,
R3,D097,Node 3,,,,,
R3,D097,Conclusion,,,,,
R3,D097,Confirmation,,,,,
R3,D098,Node 1,,,,,
R3,D098,Node 2,,,,,
R3,D098,Node 3,,,,,
R3,D098,Conclusion,,,,,
R3,D098,Confirmation,,,,,
R3,D099,Node 1,,,,,
R3,D099,Node 2,,,,,
R3,D099,Node 3,,,,,
R3,D099,Conclusion,,,,,
R3,D099,Confirmation,,,,,
R3,D100,Node 1,,,,,
R3,D100,Node 2,,,,,
R3,D100,Node 3,,,,,
R3,D100,Conclusion,,,,,
R3,D100,Confirmation,,,,,
